Track Name,Artist,Value,TopPos,TopMonth,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
A Million Dreams,Ziv Zaifman,133,100,1,2018,0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,269453,3
Never Enough,Loren Allred,130,100,1,2018,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,207787,3
The Other Side,Hugh Jackman,7,98,1,2018,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4
My My My!,Troye Sivan,1026,25,1,2018,0.699,0.479,1,-7.83,1,0.0919,0.00433,9.58e-05,0.0435,0.462,102.959,204727,4
Stir Fry,Migos,6377,100,4,2018,0.813,0.808,2,-5.541,1,0.286,0.00693,0,0.133,0.547,181.993,192132,4
She Loves Control,Camila Cabello,1225,32,1,2018,0.65,0.758,2,-4.02,1,0.116,0.166,0,0.0889,0.663,94.9,177160,4
In the Dark,Camila Cabello,48,57,1,2018,0.425,0.548,7,-6.762,1,0.114,0.21,0,0.115,0.282,175.756,219827,4
All These Years,Camila Cabello,51,58,1,2018,0.732,0.436,1,-7.409,0,0.117,0.609,0,0.108,0.475,94.852,164373,4
Consequences,Camila Cabello,41,100,1,2018,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339,178467,5
Inside Out,Camila Cabello,29,72,1,2018,0.737,0.697,8,-5.31,1,0.0895,0.43,0.000382,0.0821,0.655,94.101,182560,4
Spotlight,Marshmello,27,74,1,2018,0.546,0.822,7,-4.483,1,0.151,0.0145,0,0.742,0.615,150.06,177600,4
Into It,Camila Cabello,20,81,1,2018,0.569,0.649,11,-8.175,1,0.482,0.451,0,0.128,0.441,108.77,175653,4
Something's Gotta Give,Camila Cabello,16,85,1,2018,0.545,0.458,5,-4.6,0,0.0279,0.367,0,0.118,0.164,79.943,236360,4
EL BAÑO,Enrique Iglesias,3801,36,1,2018,0.719,0.842,6,-3.562,0,0.0383,0.132,0,0.105,0.534,90.017,228139,4
Zombie,The Cranberries,98,33,1,2018,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00595,0.367,0.313,166.915,306440,4
Linger,The Cranberries,53,48,1,2018,0.438,0.428,7,-14.861,1,0.0263,0.0841,4.63e-05,0.138,0.209,94.864,274760,4
Dreams,The Cranberries,25,76,1,2018,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4
Ode To My Family,The Cranberries,13,88,1,2018,0.367,0.443,7,-10.11,1,0.0235,0.0472,1.46e-06,0.344,0.149,93.93,271533,4
Sick Boy,The Chainsmokers,6051,100,4,2018,0.548,0.58,11,-7.524,0,0.121,0.104,0,0.127,0.462,180.066,193893,4
Wait,Maroon 5,545,60,3,2018,0.659,0.604,8,-5.084,1,0.0542,0.0889,0,0.105,0.407,126.135,190643,4
Supplies,Justin Timberlake,59,54,1,2018,0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993,225600,4
Machika,J Balvin,1982,59,2,2018,0.618,0.836,9,-3.362,1,0.379,0.0474,0,0.172,0.54,212.058,181733,4
KEKE,6ix9ine,19,90,1,2018,0.597,0.857,2,-5.759,1,0.28,0.0363,0,0.407,0.493,187.964,151915,4
Cupido (feat. Quavo),Sfera Ebbasta,6,95,1,2018,0.803,0.695,4,-5.164,0,0.0413,0.0622,0,0.105,0.458,119.978,210107,4
Rockstar,Sfera Ebbasta,5,96,1,2018,0.798,0.627,9,-6.234,1,0.111,0.263,0,0.211,0.762,149.989,195947,4
God's Plan,Drake,25417,1,1,2018,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,198960,4
Diplomatic Immunity,Drake,885,14,1,2018,0.663,0.846,0,-5.226,1,0.453,0.00472,0,0.292,0.526,75.137,255840,4
Quiero Repetir,Ozuna,232,100,1,2018,0.608,0.753,0,-4.748,0,0.368,0.103,0,0.0996,0.482,97.626,200987,4
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,4373,26,2,2018,0.563,0.717,1,-5.186,1,0.337,0.000874,0,0.183,0.427,82.064,229670,4
Nowadays (feat. Landon Cube),Lil Skies,303,100,1,2018,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,203908,4
Mine,Bazzi,11779,10,2,2018,0.716,0.805,4,-3.839,1,0.0856,0.014,3.1e-06,0.291,0.719,142.886,133995,4
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,13527,10,3,2018,0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210773,4
Dura,Daddy Yankee,9521,10,2,2018,0.786,0.846,1,-3.468,1,0.0505,0.174,0,0.413,0.819,95.005,200480,4
Walk It Talk It,Migos,6435,100,7,2018,0.909,0.631,9,-5.447,1,0.205,0.0717,0,0.108,0.394,145.968,276147,4
Narcos,Migos,2510,100,3,2018,0.936,0.588,7,-6.948,0,0.136,0.0146,0,0.139,0.238,124.987,255379,4
BBO (Bad Bitches Only),Migos,296,20,1,2018,0.804,0.774,4,-5.79,0,0.0638,0.044,1.38e-06,0.217,0.493,161.955,251859,4
Supastars,Migos,127,22,1,2018,0.781,0.678,1,-4.369,1,0.059,0.246,0,0.076,0.355,75.95,293138,4
Say Something,Justin Timberlake,6449,100,5,2018,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,4
Higher We Go - Intro,Migos,68,37,1,2018,0.815,0.547,8,-4.041,1,0.0942,0.0768,0,0.215,0.183,152.0,255849,4
White Sand,Migos,99,40,1,2018,0.833,0.58,5,-7.57,0,0.0824,0.0317,0,0.272,0.419,142.104,202835,4
The Middle,Zedd,16491,10,2,2018,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4
Notice Me,Migos,280,54,1,2018,0.797,0.341,5,-9.733,0,0.373,0.111,1.08e-06,0.198,0.423,165.917,233880,4
Auto Pilot,Migos,46,55,1,2018,0.924,0.716,11,-5.801,1,0.165,0.0716,0,0.201,0.254,129.987,287992,4
Emoji A Chain,Migos,51,59,1,2018,0.891,0.333,1,-8.316,1,0.175,0.0348,0,0.126,0.381,139.965,315185,4
Gang Gang,Migos,100,63,1,2018,0.639,0.611,2,-9.826,1,0.159,0.256,0,0.112,0.526,180.072,181319,4
CC,Migos,37,64,1,2018,0.85,0.723,9,-6.622,0,0.205,0.23,0,0.0876,0.817,134.011,259340,4
Too Much Jewelry,Migos,32,69,1,2018,0.679,0.331,1,-9.24,0,0.177,0.222,2.48e-06,0.128,0.217,149.949,245664,4
Crown the Kings,Migos,17,84,1,2018,0.868,0.691,5,-6.048,0,0.0799,0.0454,0,0.166,0.34,143.043,229904,4
All Falls Down,Alan Walker,20,81,1,2018,0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,1,100,1,2018,0.753,0.646,1,-4.564,1,0.0973,0.231,0.0012,0.0961,0.438,100.0,186231,4
Pray For Me (with Kendrick Lamar),The Weeknd,6428,10,3,2018,0.728,0.668,2,-5.02,1,0.126,0.0805,1.49e-05,0.102,0.162,100.537,211440,4
Man of the Woods,Justin Timberlake,49,100,2,2018,0.624,0.452,0,-8.206,1,0.0681,0.315,1.02e-05,0.311,0.724,199.775,243987,4
Solita,Ozuna,840,100,3,2018,0.807,0.633,10,-6.016,0,0.0929,0.0564,0,0.107,0.325,138.038,311726,4
Déjate Llevar,Juan Magán,21,93,2,2018,0.675,0.724,7,-5.503,1,0.0787,0.0166,0,0.697,0.506,92.051,233072,4
Síguelo Bailando,Ozuna,5623,40,3,2018,0.855,0.664,9,-7.11,0,0.0607,0.165,3.97e-05,0.0937,0.626,98.015,226800,4
Scooby Doo Pa Pa,Dj Kass,16,100,2,2018,0.91,0.754,10,-2.573,0,0.239,0.0396,0.00154,0.122,0.63,120.939,145972,4
Capital Letters,Hailee Steinfeld,3075,31,2,2018,0.672,0.82,0,-5.473,1,0.0767,0.0342,6.67e-06,0.0921,0.463,100.069,219387,4
Dembow,Danny Ocean,1874,100,4,2018,0.802,0.744,6,-5.968,1,0.078,0.0807,0,0.0917,0.45,99.983,215083,4
Black Panther,Kendrick Lamar,330,15,2,2018,0.612,0.588,1,-9.355,1,0.355,0.62,3.85e-06,0.264,0.48,90.251,130613,4
X (with 2 Chainz & Saudi),ScHoolboy Q,1351,19,2,2018,0.763,0.468,2,-8.476,1,0.278,0.0211,0,0.26,0.351,131.004,267427,4
The Ways (with Swae Lee),Khalid,1176,28,2,2018,0.728,0.706,11,-5.881,0,0.0511,0.0651,0,0.148,0.589,140.044,238893,4
Big Shot (with Travis Scott),Kendrick Lamar,553,35,2,2018,0.855,0.478,1,-9.116,1,0.193,0.00759,0,0.101,0.284,130.018,221827,4
FRIENDS,Marshmello,16300,10,2,2018,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202621,4
Look Alive (feat. Drake),BlocBoy JB,14034,10,3,2018,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4
Opps (with Yugen Blakrok),Vince Staples,126,58,2,2018,0.708,0.785,1,-6.809,1,0.322,0.152,8.18e-05,0.406,0.854,128.074,180893,4
Paramedic!,SOB X RBE,410,57,2,2018,0.856,0.652,1,-5.324,1,0.143,0.177,0,0.193,0.471,97.017,219307,4
I Am,Jorja Smith,89,62,2,2018,0.601,0.583,8,-5.725,0,0.263,0.144,9.73e-05,0.183,0.32,148.785,208760,4
Nuh Ready Nuh Ready,Calvin Harris,37,64,2,2018,0.754,0.779,1,-3.288,0,0.0387,0.063,2.81e-05,0.0758,0.41,116.003,184172,4
Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,30,78,2,2018,0.5,0.61,8,-8.812,1,0.453,0.198,0,0.165,0.195,180.457,272307,4
Wild Love,James Bay,2,99,2,2018,0.443,0.608,11,-6.708,0,0.0669,0.0828,0.000234,0.102,0.23,70.124,197413,4
Heaven,Julia Michaels,2644,32,3,2018,0.554,0.371,7,-9.104,0,0.0361,0.853,0,0.0838,0.246,199.824,191813,3
Thinking out Loud,Ed Sheeran,46,55,2,2018,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4
Halo,Beyoncé,40,61,2,2018,0.422,0.712,11,-5.907,0,0.1,0.273,0,0.051,0.471,78.454,261160,4
Stay With Me,Sam Smith,25,76,2,2018,0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,172724,4
All of Me,John Legend,24,77,2,2018,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,4
Photograph,Ed Sheeran,11,90,2,2018,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
Make You Feel My Love,Adele,8,93,2,2018,0.325,0.18,10,-10.647,1,0.0311,0.91,0.000633,0.113,0.0997,72.416,212040,1
Love Lies (with Normani),Khalid,12001,10,3,2018,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,201707,4
You Owe Me,The Chainsmokers,504,56,2,2018,0.679,0.435,6,-8.238,0,0.0449,0.237,1.54e-06,0.112,0.326,89.996,190547,4
Amorfoda,Bad Bunny,4444,10,2,2018,0.727,0.461,9,-7.527,0,0.0749,0.983,7.86e-05,0.0796,0.198,148.129,155676,3
Esperándote,Manuel Turizo,6,100,2,2018,0.697,0.648,7,-7.123,1,0.128,0.425,0,0.191,0.313,186.125,199813,4
Me Niego,Reik,11357,100,9,2018,0.777,0.779,0,-4.449,0,0.0972,0.0543,0,0.636,0.768,94.023,221653,4
Psycho (feat. Ty Dolla $ign),Post Malone,18409,1,4,2018,0.748,0.546,8,-8.134,1,0.106,0.59,0,0.112,0.413,140.005,220880,4
Want You Back,5 Seconds of Summer,293,100,3,2018,0.608,0.873,0,-4.928,1,0.0424,0.00748,0,0.196,0.589,98.009,173073,4
44 More,Logic,1648,28,3,2018,0.831,0.566,1,-7.094,1,0.214,0.077,0,0.101,0.247,139.986,188613,4
Like I Do,David Guetta,5853,24,3,2018,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,4
Next To Me,Imagine Dragons,39,62,2,2018,0.385,0.687,2,-4.426,1,0.0592,0.328,0.000163,0.0443,0.351,113.669,230289,4
BILLY,6ix9ine,57,64,2,2018,0.596,0.696,4,-3.865,0,0.374,0.167,0,0.106,0.74,179.816,112667,4
RONDO,6ix9ine,59,72,2,2018,0.764,0.799,9,-4.815,0,0.165,0.0519,0,0.715,0.72,95.069,138474,4
New Freezer (feat. Kendrick Lamar),Rich The Kid,212,100,2,2018,0.888,0.664,0,-10.13,1,0.341,0.0424,0,0.0734,0.53,140.012,193173,4
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,8080,100,9,2018,0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,201526,4
SAD!,XXXTENTACION,24759,1,6,2018,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166568,4
Everyday,Logic,3362,14,3,2018,0.675,0.748,1,-3.947,1,0.0388,0.0426,0,0.0785,0.469,149.923,204827,4
Top Off,DJ Khaled,302,53,3,2018,0.573,0.591,11,-6.715,0,0.331,0.0107,0,0.455,0.232,86.721,230713,5
X,Nicky Jam,14190,10,3,2018,0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,0.711,180.073,173628,4
changes,XXXTENTACION,9816,10,6,2018,0.694,0.319,11,-10.061,1,0.0303,0.883,0,0.095,0.493,129.797,121969,4
Breathe,Jax Jones,1647,44,3,2018,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4
Plug Walk,Rich The Kid,6379,100,7,2018,0.882,0.503,11,-6.618,1,0.179,0.224,0,0.108,0.176,95.011,175511,4
Contra,Logic,408,25,3,2018,0.805,0.824,1,-5.844,1,0.0534,0.102,0,0.198,0.649,126.012,217147,4
Overnight,Logic,247,33,3,2018,0.868,0.752,1,-6.786,1,0.0667,0.00189,1.69e-05,0.142,0.874,149.987,217560,4
Indica Badu,Logic,205,40,3,2018,0.715,0.723,7,-3.263,1,0.191,0.0441,0.000834,0.102,0.97,77.02,260320,4
Wassup,Logic,136,44,3,2018,0.795,0.568,1,-7.05,1,0.05,0.0822,0,0.122,0.285,139.997,219480,4
BoomTrap Protocol,Logic,90,49,3,2018,0.746,0.531,10,-5.607,0,0.0379,0.0637,2.66e-06,0.118,0.321,77.047,221360,4
Yuck,Logic,115,50,3,2018,0.631,0.805,11,-5.401,0,0.369,0.194,0,0.132,0.674,155.864,173693,4
Midnight,Logic,216,51,3,2018,0.566,0.586,9,-7.444,0,0.131,0.09,0,0.0976,0.273,95.032,241427,4
Warm It Up,Logic,80,100,3,2018,0.835,0.641,10,-6.37,0,0.143,0.257,0,0.0937,0.412,95.98,240093,4
Wizard Of Oz,Logic,66,59,3,2018,0.719,0.617,11,-6.882,0,0.036,0.0505,0,0.0716,0.0626,146.015,144627,4
Grandpa's Space Ship,Logic,40,61,3,2018,0.629,0.166,1,-18.96,1,0.884,0.304,0,0.161,0.182,80.44,122093,3
State Of Emergency,Logic,49,62,3,2018,0.686,0.67,0,-7.626,1,0.225,0.0855,0,0.12,0.636,173.915,154373,4
66,Lil Yachty,151,100,3,2018,0.667,0.723,5,-4.31,0,0.27,0.0455,0.000179,0.213,0.251,148.057,153475,4
Mad Love,Sean Paul,3655,33,4,2018,0.815,0.817,2,-3.457,1,0.209,0.00575,4.67e-06,0.171,0.625,98.023,199945,4
El Préstamo,Maluma,2704,100,6,2018,0.794,0.735,5,-3.412,0,0.0757,0.176,0,0.118,0.777,94.017,219396,4
Moonlight,XXXTENTACION,17368,14,3,2018,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
the remedy for a broken heart (why am I so in love),XXXTENTACION,1866,100,7,2018,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4
NUMB,XXXTENTACION,930,15,6,2018,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4
Freaky Friday (feat. Chris Brown),Lil Dicky,8114,10,4,2018,0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,216632,4
infinity (888) - feat. Joey Bada$$,XXXTENTACION,325,47,3,2018,0.562,0.579,10,-6.788,0,0.484,0.274,0,0.102,0.577,84.143,176591,4
going down!,XXXTENTACION,356,48,3,2018,0.873,0.663,1,-4.086,1,0.15,0.0216,0.000356,0.0867,0.525,135.499,115194,4
"ALONE, PART 3",XXXTENTACION,184,42,6,2018,0.61,0.258,0,-12.758,1,0.0331,0.883,0.0145,0.103,0.164,127.08,109986,4
Remind Me to Forget,Kygo,5839,26,5,2018,0.689,0.505,0,-6.389,1,0.0933,0.158,0,0.138,0.312,99.017,217293,4
"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",XXXTENTACION,265,60,3,2018,0.767,0.561,2,-7.418,0,0.0509,0.118,0,0.0737,0.542,90.021,192229,4
Everybody Hates Me,The Chainsmokers,629,51,3,2018,0.471,0.755,11,-6.612,0,0.0455,0.00836,0,0.368,0.512,154.801,224027,4
Floor 555,XXXTENTACION,76,62,6,2018,0.695,0.686,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,105.219,93447,4
$$$ - with Matt Ox,XXXTENTACION,122,67,3,2018,0.774,0.507,1,-6.952,0,0.065,0.0636,0,0.138,0.508,140.067,130403,4
Hope,XXXTENTACION,830,16,6,2018,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4
SMASH! - feat. PnB Rock,XXXTENTACION,35,75,3,2018,0.819,0.513,6,-9.005,0,0.433,0.153,0,0.138,0.607,140.032,109556,4
Pain = BESTFRIEND - feat. Travis Barker,XXXTENTACION,49,74,6,2018,0.671,0.628,4,-5.117,1,0.0273,0.536,0.151,0.12,0.595,135.005,101517,4
Done For Me (feat. Kehlani),Charlie Puth,16,85,3,2018,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,180493,4
before I close my eyes,XXXTENTACION,60,54,6,2018,0.356,0.143,9,-15.148,1,0.0388,0.976,1.89e-05,0.111,0.334,75.522,99658,4
Powerglide (feat. Juicy J),Rae Sremmurd,2067,40,4,2018,0.712,0.829,1,-4.707,0,0.141,0.0149,0,0.122,0.593,173.953,332301,4
love yourself (interlude),XXXTENTACION,18,85,6,2018,0.746,0.338,11,-13.472,0,0.109,0.674,0.000375,0.529,0.469,120.053,48423,4
Delicate,Taylor Swift,2686,100,5,2018,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
In My Blood,Shawn Mendes,7532,10,3,2018,0.628,0.715,5,-7.097,1,0.0541,0.0524,0,0.119,0.429,139.991,211600,4
Say Amen (Saturday Night),Panic! At The Disco,70,60,3,2018,0.491,0.867,6,-2.313,0,0.103,0.167,0,0.458,0.602,167.965,189187,4
Nevermind,Dennis Lloyd,12147,100,10,2018,0.592,0.691,3,-8.354,1,0.196,0.156,9.78e-06,0.418,0.0796,99.976,156600,4
Lost In Japan,Shawn Mendes,1411,20,3,2018,0.726,0.708,7,-6.908,0,0.356,0.303,0,0.348,0.417,105.084,200133,4
Flames,David Guetta,8471,100,8,2018,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,4
Lemon - Drake Remix,N.E.R.D,988,56,4,2018,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,226107,4
El Farsante - Remix,Ozuna,30,91,4,2018,0.737,0.742,6,-2.875,1,0.0441,0.218,0,0.316,0.386,119.966,258000,4
1950,King Princess,1338,100,4,2018,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4
JAPAN,Famous Dex,2770,100,6,2018,0.733,0.678,6,-7.771,1,0.439,0.121,0,0.345,0.841,175.984,144149,4
Call Out My Name,The Weeknd,6925,1,3,2018,0.489,0.598,1,-4.929,1,0.036,0.218,0,0.35,0.172,134.045,228373,3
Try Me,The Weeknd,1457,11,4,2018,0.508,0.665,8,-5.748,0,0.0694,0.629,0.00124,0.142,0.124,91.997,221107,4
Wasted Times,The Weeknd,1729,12,4,2018,0.562,0.674,10,-6.049,0,0.0851,0.622,2.04e-05,0.111,0.293,122.699,220293,4
I Was Never There,The Weeknd,721,11,3,2018,0.32,0.734,10,-4.021,1,0.0331,0.133,0.000109,0.165,0.185,113.34,241067,4
Hurt You,The Weeknd,790,13,3,2018,0.484,0.716,5,-7.193,0,0.167,0.3,0.00214,0.112,0.365,184.131,230027,4
Privilege,The Weeknd,605,12,3,2018,0.391,0.595,11,-7.094,0,0.0411,0.913,0.00557,0.145,0.379,93.78,170573,4
Bad Company (feat. BlocBoy JB),A$AP Rocky,12,89,3,2018,0.901,0.529,8,-7.94,1,0.413,0.0679,0,0.536,0.343,144.941,183809,4
Be Careful,Cardi B,1816,100,3,2018,0.818,0.563,2,-8.096,1,0.398,0.0253,0,0.0909,0.486,152.108,210675,4
One Kiss (with Dua Lipa),Calvin Harris,17582,1,5,2018,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
Drip (feat. Migos),Cardi B,551,29,4,2018,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4
A$AP Forever,A$AP Rocky,183,53,4,2018,0.469,0.78,10,-6.49,0,0.122,0.224,0,0.13,0.444,125.999,233061,4
Get Up 10,Cardi B,220,54,4,2018,0.806,0.57,1,-6.927,1,0.246,0.0977,0,0.105,0.454,93.015,231453,4
I Do (feat. SZA),Cardi B,518,48,4,2018,0.886,0.473,7,-7.338,0,0.255,0.27,2.58e-05,0.0864,0.438,135.065,200205,4
I Like It,Cardi B,21084,10,4,2018,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4
Bickenhead,Cardi B,180,68,4,2018,0.884,0.814,7,-5.333,1,0.303,0.154,1.67e-06,0.158,0.907,155.938,181624,4
Best Life (feat. Chance The Rapper),Cardi B,198,100,4,2018,0.62,0.625,9,-7.438,1,0.553,0.287,0,0.314,0.665,167.911,284856,4
Ring (feat. Kehlani),Cardi B,172,66,4,2018,0.767,0.543,1,-7.881,0,0.103,0.049,0,0.115,0.485,106.029,177140,4
Nice For What,Drake,13388,1,4,2018,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926,4
Thru Your Phone,Cardi B,1,100,4,2018,0.837,0.549,0,-5.722,1,0.167,0.17,0,0.057,0.209,121.954,188524,4
Playinwitme (feat. Kehlani),KYLE,5033,100,7,2018,0.687,0.587,1,-5.772,0,0.124,0.302,0,0.278,0.676,156.575,193094,4
La Player (Bandolera),Zion & Lennox,4359,100,4,2018,0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4
Barbie Tingz,Nicki Minaj,367,23,4,2018,0.917,0.689,6,-6.225,1,0.264,0.0849,0,0.603,0.443,102.414,191700,4
Let Me,ZAYN,1810,28,4,2018,0.46,0.567,9,-5.637,1,0.0515,0.239,6.04e-06,0.0934,0.189,168.419,185703,4
Chun-Li,Nicki Minaj,656,100,4,2018,0.643,0.766,6,-4.788,0,0.384,0.307,1.38e-05,0.107,0.463,97.092,191606,4
Esskeetit,Lil Pump,900,40,4,2018,0.932,0.506,11,-7.755,1,0.161,0.022,0,0.0933,0.696,139.974,181714,4
Guatemala (feat. Slim Jxmmi) - From Swaecation,Rae Sremmurd,11,90,4,2018,0.849,0.699,4,-5.193,0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,256341,4
Youngblood,5 Seconds of Summer,16788,10,6,2018,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4
Te Amo,Piso 21,519,100,6,2018,0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,201122,4
Ahora,J Balvin,9,92,4,2018,0.804,0.791,3,-3.438,0,0.0598,0.118,0.000162,0.0814,0.809,87.996,254907,4
Te Boté - Remix,Nio Garcia,16673,10,6,2018,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4
I Wanna Know (feat. Bea Miller),NOTD,712,100,5,2018,0.661,0.725,6,-4.859,1,0.0563,0.0253,0,0.123,0.605,119.927,197939,4
Chasing Fire,Lauv,9,96,4,2018,0.709,0.562,5,-4.864,1,0.0724,0.0449,0,0.217,0.386,125.965,205267,4
1942,G-Eazy,12,93,4,2018,0.817,0.646,4,-5.12,0,0.249,0.0152,0,0.125,0.835,162.898,213080,4
KOD,J. Cole,2333,11,4,2018,0.831,0.782,0,-6.274,1,0.15,0.21,0,0.113,0.199,141.869,191437,4
no tears left to cry,Ariana Grande,15556,10,6,2018,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969,205947,4
Photograph,J. Cole,592,20,4,2018,0.825,0.487,1,-6.416,1,0.233,0.0299,0,0.0868,0.372,105.05,218954,3
ATM,J. Cole,922,100,5,2018,0.719,0.497,8,-7.661,1,0.681,0.115,0,0.0898,0.345,81.651,216727,4
Motiv8,J. Cole,763,15,4,2018,0.869,0.385,4,-7.801,1,0.297,0.135,0,0.0931,0.596,149.897,133922,4
Kevin’s Heart,J. Cole,929,17,4,2018,0.829,0.527,6,-6.644,0,0.367,0.482,0,0.631,0.473,116.078,200310,4
The Cut Off (feat. kiLL edward),J. Cole,417,11,4,2018,0.74,0.543,1,-7.979,1,0.399,0.185,0,0.372,0.337,78.198,237295,4
1985 - Intro to “The Fall Off”,J. Cole,637,14,4,2018,0.678,0.648,2,-5.892,1,0.445,0.147,0,0.182,0.635,94.336,190177,4
BRACKETS,J. Cole,409,18,4,2018,0.675,0.567,10,-9.147,0,0.263,0.19,1.77e-06,0.175,0.658,84.039,315771,4
Intro,J. Cole,158,19,4,2018,0.512,0.28,8,-16.708,0,0.0441,0.811,7.48e-05,0.087,0.545,111.446,107162,3
FRIENDS (feat. kiLL edward),J. Cole,322,20,4,2018,0.716,0.652,6,-7.909,0,0.398,0.102,0,0.11,0.494,109.295,257646,5
Once an Addict - Interlude,J. Cole,280,22,4,2018,0.548,0.472,8,-8.343,1,0.477,0.626,0,0.119,0.138,82.36,197822,4
Window Pain - Outro,J. Cole,332,24,4,2018,0.72,0.626,8,-9.351,1,0.397,0.0607,0,0.0728,0.182,75.032,286730,4
Wake Me Up - Radio Edit,Avicii,1722,100,5,2018,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
Without You (feat. Sandro Cavazza),Avicii,1206,100,6,2018,0.652,0.855,2,-4.832,1,0.0441,0.00179,0,0.0404,0.279,134.009,181673,4
Levels - Radio Edit,Avicii,687,14,4,2018,0.579,0.887,1,-5.961,0,0.0334,0.0476,0.828,0.294,0.472,126.041,201920,4
Somebody,The Chainsmokers,1983,46,4,2018,0.532,0.616,10,-7.074,0,0.0328,0.186,0,0.0928,0.292,101.883,223147,4
Waiting For Love,Avicii,584,18,4,2018,0.577,0.741,6,-3.83,0,0.0501,0.298,0,0.142,0.581,128.081,230613,4
Familiar,Liam Payne,1965,100,6,2018,0.636,0.805,9,-4.594,1,0.327,0.0161,0,0.0793,0.908,92.958,196552,4
